Type,Name,Ident,Latitude,Longitude,Elevation,Magnetic Declination,Tags,Description
Airport,Paro International Airport,VQPR,27.40519,89.42103,,-0.11383,,Standard
Airport,Queenstown Airport,NZQN,-45.02097,168.73993,,24.79547,,Standard
Airport,Mariscal Sucre International Airport,SEQM,-0.12423,-78.36057,,-4.21957,,Standard
Airport,RIOgaleão - Tom Jobim International Airport,SBGL,-22.80527,-43.25663,,-22.79484,,Standard
Airport,Juancho E Yrausquin Airport,TNCS,17.64461,-63.22073,,-14.35259,,Standard
Airport,Gustaf III Airport,TFFJ,17.90419,-62.84505,,-14.56632,,Standard
Airport,Seattle-Tacoma International Airport,KSEA,47.45025,-122.30882,,15.44188,,Standard
Airport,Sedona Airport,KSEZ,34.84971,-111.79009,,10.08960,,Standard
Airport,Sirena Airstrip,MRSN,8.47921,-83.59043,,-2.39377,,Standard
Airport,Stewart Airport (ZST),CZST,55.93656,-129.98145,,18.29138,,Standard
Airport,Sydney Airport,YSSY,-33.93992,151.17528,,12.93214,,Standard
Airport,Telluride Regional Airport,KTEX,37.95456,-107.90197,,9.05901,,Standard
Airport,Haneda Airport,RJTT,35.54939,139.77985,,-7.71537,,Standard
Airport,Aeropuerto de Tegucigalpa-Toncontin,MHTG,14.06072,-87.21925,,-0.80603,,Standard
Airport,Billy Bishop Toronto City Airport,CYTZ,43.62848,-79.39596,,-10.22359,,Standard
Airport,Amsterdam Airport Schiphol,EHAM,52.31054,4.76827,,1.80608,,Deluxe
Airport,Cairo International Airport,HECA,30.11283,31.39979,,4.67936,,Deluxe
Airport,Cape Town International Airport,FACT,-33.97146,18.60209,,-25.59261,,Deluxe
Airport,O'Hare International Airport,KORD,41.97416,-87.90732,,-3.84613,,Deluxe
Airport,Madrid-Barajas Adolfo Suárez Airport,LEMD,40.49833,-3.56760,,0.01110,,Deluxe
Airport,Denver International Airport,KDEN,39.85610,-104.67374,,7.70226,,Premium
Airport,Dubai International Airport,OMDB,25.25317,55.36567,,2.19405,,Premium
Airport,Frankfurt Airport,EDDF,50.03793,8.56215,,3.03655,,Premium
Airport,Heathrow Airport,EGLL,51.47002,-0.45430,,0.23832,,Premium
Airport,San Francisco International Airport,KSFO,37.62131,-122.37895,,13.22009,,Premium
Location,San Francisco Airport (USA),,37.61172,-122.38339,,13.21854,,
Location,Miami International Airport (USA),,25.79119,-80.25842,,-6.86901,,
Location,Chicago O'Hare Airport (USA),,41.96581,-87.93105,,-3.83330,,
Location,Zurich� Airport (Switzerland),,47.44594,8.55873,,3.01194,,
Location,Seattle tacoma Int'l Airport (USA),,47.44427,-122.31120,,15.44082,,
Location,Punta Cana Airport (Dominican Republic),,18.57062,-68.34505,,-12.36504,,
Location,New York John F. Kennedy International Airport (USA),,40.64308,-73.77950,,-12.85991,,
Location,Orlando Int'l Airport (USA),,28.43920,-81.31101,,-6.51013,,
Location,Los Angeles Airport (USA),,33.94629,-118.40936,,11.71457,,
Location,London Gatwick Airport (UK),,51.15881,-0.17308,,0.19389,,
Location,Alice Springs Airport (Austrailia),,-23.80082,133.89128,,4.32728,,
Location,Baltimore Washington Int'l Airport (USA),,39.18374,-76.67056,,-11.15165,,
Location,Aspen Pitkin County Airport (USA),,39.21808,-106.86400,,8.48784,,
Location,Szombathelyi Airfield (Hungary),,47.27272,16.63305,,4.77343,,
Location,Chiquitos Airport (Bolivia),,-18.41738,-61.77760,,-13.77330,,
Location,Donegal Airport (Ireland),,55.03725,-8.34236,,-3.39748,,
Location,National Park Corcovado Airfield la sirena (Costa Rica),,8.48022,-83.58951,,-2.39381,,
Location,London Heathrow Airport (UK),,51.47050,-0.45009,,0.23823,,
Location,Peoria Mount hawley Airport (USA),,40.80388,-89.61709,,-2.42159,,
Location,Rio de Janeiro Galeao Airport (Brazil),,-22.81624,-43.26306,,-22.79322,,
Location,Queenstown Airport (New Zealand),,-45.02154,168.74205,,24.79635,,
Location,Southampton Airport (UK),,50.94508,-1.35996,,-0.00509,,
Location,Madeira airport (Portugal),,32.70535,-16.76536,,-4.21142,,
Location,Lisbon Humberto Delgado Airport (Portugal),,38.77459,-9.13892,,-1.70824,,
Location,Chambery Airport (France),,45.64775,5.87936,,2.29534,,
Location,Nice Airport (France),,43.62981,7.17948,,2.69103,,
Location,Renton Municipal Airport (USA),,47.49226,-122.21406,,15.44905,,
Location,Marrakesh Menara Airport (Morocco),,31.60402,-8.02620,,-1.46045,,
Location,Farm Whitwater East Landing Strip (Namibia),,-24.63105,15.94980,,-14.37520,,
Location,Orange County John Wayne Airport (USA),,33.67779,-117.86469,,11.49646,,
Location,Rockland Knox County Regional Airport,,44.06239,-69.11729,,-15.14375,,
Location,Innsbruck Airport (Austria),,47.26030,11.34525,,3.72563,,
Location,Lukla Tenzing Hillary Airport (Nepal),,27.68660,86.73132,,0.20947,,
Location,Kadhdhoo (Maldives),,1.86549,73.52280,,-3.37175,,
Location,Saba Juancho Airport (Netherlands),,17.64715,-63.21996,,-14.35315,,
Location,Oshkosh Airport (USA),,43.96656,-88.55664,,-3.59790,,
Location,Edwards Air Base (USA),,34.96059,-117.81013,,11.78088,,
Location,Hill Air Force Base Utah (USA),,41.13089,-111.97775,,10.87774,,
Location,Florence Preetola Airport (Italy),,43.81511,11.21328,,3.50211,,
Location,Telluride Regional Airport (USA),,37.95387,-107.90206,,9.05872,,
Location,Phoenix (USA),,33.61192,-112.26942,,10.12704,,
Location,Sion Airport (Switzerland),,46.20010,7.26918,,2.78452,,
Location,Courchevel Airport (France),,45.39651,6.63331,,2.50128,,
Location,Airport Remy de Haenen (Saint-Barthelemy),,17.90454,-62.84704,,-14.56575,,
Location,Tumlingatar Airport (Nepal),,27.31463,87.19450,,0.07001,,
Location,Grand-Canyon (USA),,36.21679,-112.37863,,10.59041,,
Location,Miami Beach (USA),,25.65979,-80.14794,,-6.83466,,
Location,Page (USA),,36.92862,-111.43954,,10.32520,,
Location,Dunedin (USA),,28.01440,-82.78737,,-6.02132,,
Location,San Francisco Bay salt ponds (USA),,37.50572,-122.06020,,13.19795,,
Location,Cape Coral (USA),,26.57304,-82.03796,,-5.70124,,
Location,San Francisco (USA),,37.82464,-122.40862,,13.25960,,
Location,Golden Meadow (USA),,29.35640,-90.28812,,-0.81754,,
Location,New Orleans (USA),,29.94976,-90.08045,,-1.14257,,
Location,Boulder (USA),,39.97429,-105.27773,,8.06077,,
Location,SDCCU Stadium - San Diego (USA),,32.78565,-117.12392,,11.24790,,
Location,Aspen (USA),,39.18666,-106.82168,,8.48592,,
Location,Bonita Springs (USA),,26.44117,-81.81478,,-6.28273,,
Location,White Sands Missile Range (USA),,32.40287,-106.43530,,7.84167,,
Location,Seattle (USA),,47.54545,-122.33796,,15.45868,,
Location,Lake Norman (USA),,35.57258,-80.90363,,-8.08716,,
Location,Chicago (USA),,41.89133,-87.58146,,-4.08149,,
Location,Indianpolis Motor Speedway (USA),,39.80574,-86.23993,,-4.72300,,
Location,Manhatten (USA),,40.75758,-73.97546,,-12.80707,,
Location,Boston (USA),,42.35142,-71.04440,,-14.06822,,
Location,Owens Valley (USA),,36.67797,-118.07668,,12.24472,,
Location,Pike National Forest (USA),,38.98208,-105.39330,,8.01889,,
Location,Stone Moutain Atlanta (USA),,33.81409,-84.14634,,-5.41634,,
Location,Houston (USA),,29.75879,-95.35263,,2.14361,,
Location,New York (USA),,40.71445,-74.04838,,-12.53068,,
Location,Big Sur coastline (USA),,36.21157,-121.69556,,12.74004,,
Location,Mount Baker - Snoqualmie National Forest (USA),,47.88982,-121.37512,,15.33230,,
Location,Discovery Bay (USA),,48.00045,-122.78061,,15.51966,,
Location,Lake Las Vegas (USA),,36.09012,-114.95765,,11.04929,,
Location,Seattle Harbor (USA),,47.58805,-122.39594,,15.46838,,
Location,Barringer Crater Arizona (USA),,35.03740,-111.02113,,10.19827,,
Location,Sandpoint (USA),,48.24023,-116.64378,,14.10434,,
Location,Baltimore (USA),,39.23728,-76.57243,,-11.12352,,
Location,Thurston Peak (USA),,41.10311,-111.85645,,10.89985,,
Location,Lake Powell (USA),,37.06955,-111.23487,,10.44573,,
Location,Oakland (USA),,37.83835,-122.22698,,13.24244,,
Location,Arches National Park (USA),,38.78821,-109.67727,,9.90387,,
Location,Orlando (USA),,28.53917,-81.38171,,-6.54294,,
Location,Disneyworld Florida (USA),,28.37598,-81.55126,,-6.52263,,
Location,Mundaring Weir (Austraila),,-31.96973,116.19192,,-1.26759,,
Location,Newcastle (Australia),,-32.91912,151.80087,,12.34762,,
Location,Brisbane (Australia),,-27.45951,153.06073,,11.16678,,
Location,Ayers Rock (Australia),,-25.34851,131.03874,,3.97489,,
Location,Sydney (Australia,,-33.86816,151.23508,,12.87267,,
Location,Madrid (spain),,40.40736,-3.54892,,0.01607,,
Location,Alicante (spain),,38.35406,-0.40570,,0.81963,,
Location,Castilla (Spain),,40.47744,-3.67791,,0.01385,,
Location,Cantabria (Spain),,43.44821,-3.95703,,-0.08489,,
Location,Anaga Mountains - Tenerife (Spain),,28.57250,-16.30603,,-4.34847,,
Location,Barcelona (Spain),,41.43849,2.17613,,1.56672,,
Location,Luanco Gozon (spain),,43.62281,-5.85079,,-0.75142,,
Location,Sant Antoni de Portmany Ibiza (Spain),,38.99523,1.29699,,1.26255,,
Location,Vigo (spain),,42.20364,-8.74272,,-1.55549,,
Location,Venice (Italy),,45.43548,12.32670,,3.83118,,
Location,Lake Como (Italy),,46.16018,9.38151,,3.23363,,
Location,Vesuvio (italy),,40.73065,14.37691,,3.86270,,
Location,Florence (Italy),,43.77007,11.25867,,3.50957,,
Location,Rom (Italy),,41.88717,12.47656,,3.60966,,
Location,Neapel (Italy),,40.84342,14.25423,,3.85319,,
Location,Fuorigrotta (Italy),,40.77699,14.17089,,3.84592,,
Location,Ajaccio Corse (France),,41.90645,8.71689,,2.89907,,
Location,Garonne (France),,44.75674,-0.52741,,0.70360,,
Location,Lake Geneva and Mont Blanc (Switzerland/France),,46.19654,6.17808,,2.55798,,
Location,Marseille (France),,43.28094,5.32827,,2.27574,,
Location,Saint Etienne-de-Baigorry (France),,43.18967,-1.36262,,0.46557,,
Location,Ostheim (France),,48.15616,7.36624,,2.79568,,
Location,Bozel (France),,45.44339,6.66202,,2.50388,,
Location,Chalet Refuge du clot (France),,42.86095,-0.14812,,0.84398,,
Location,Bordeaux (France),,44.85297,-0.40038,,0.72386,,
Location,The Chateau de Chambord - Loir-et-Cher (France),,47.61761,1.51982,,1.14647,,
Location,Paris (France),,48.84330,2.31251,,1.34167,,
Location,Plage de l'Ostriconi - Corsica (France),,42.64083,9.03827,,3.06221,,
Location,Rouen (France),,49.43514,1.08879,,1.06177,,
Location,Cabane Vauban (France),,48.73199,-1.53636,,0.14854,,
Location,Endoume (France),,43.28269,5.35355,,2.27332,,
Location,Aix-les-Bains (France),,45.65729,5.86862,,2.29623,,
Location,Notre-Dame de la Garde (France),,43.28474,5.36912,,2.27180,,
Location,Mont Blanc (France),,45.82735,6.84437,,2.56457,,
Location,Argeles-Gazost (France),,43.00621,-0.05193,,0.65251,,
Location,Strasbourg (France),,48.60142,7.75209,,2.78947,,
Location,Millau (France),,44.10682,3.11057,,1.86203,,
Location,Mirepeix (France),,43.19308,-0.26723,,0.72746,,
Location,Biarritz (France),,43.50050,-1.57013,,0.47630,,
Location,Figari corsica (France),,41.46303,9.02141,,3.04571,,
Location,Arcachon (France),,44.69635,-1.16176,,0.46265,,
Location,Maritime Alps (Italy and France),,44.27346,6.98882,,2.44975,,
Location,London (UK),,51.48029,-0.00909,,0.23415,,
Location,Lake District (UK),,54.42657,-3.41127,,-1.21044,,
Location,Newcastle (UK),,55.02599,-1.76323,,-0.41415,,
Location,Leeds - Waterloo Lake (UK),,53.83705,-1.49475,,-0.36395,,
Location,Silverstone Circuit (UK),,52.07644,-1.02915,,-0.30220,,
Location,Southampton (UK),,50.89768,-1.43892,,-0.02604,,
Location,Sao Paulo (Brazil),,-23.39393,-46.41562,,-21.70061,,
Location,Rio de Janeiro (Brazil),,-22.93629,-43.19261,,-22.74323,,
Location,Manaus (Brazil),,-3.19867,-60.77838,,-15.93177,,
Location,Toronto (Canada,,43.61880,-79.36782,,-10.22452,,
Location,Berlin (Germany),,52.52349,13.39891,,4.53570,,
Location,Rathen - Elbe (Germany),,50.94213,14.09553,,4.57978,,
Location,Sion (Swizterland),,46.22919,7.37193,,2.76870,,
Location,Zurich (Switzerland),,47.37533,8.53677,,3.00984,,
Location,Copenhagen (Danmark),,55.67432,12.55727,,4.48450,,
Location,Brussels (Belgium),,50.84940,4.35218,,1.86259,,
Location,Coimbra District (Portugal),,40.43222,-8.80718,,-1.49689,,
Location,Porto (Portugal),,41.15616,-8.68719,,-1.50252,,
Location,Wewak Island (Papua New Guinea),,-3.54739,143.70480,,3.93264,,
Location,Tokyo (Japan),,35.68769,139.78181,,-7.74835,,
Location,Horyu-ji temple (Japan),,34.61497,135.73448,,-7.90058,,
Location,Tokyo Skytree (Japan),,35.70958,139.81941,,-7.75121,,
Location,Soul (South Korea),,37.59560,126.79203,,-8.75131,,
Location,Pucon (Chile),,-39.28785,-71.90095,,5.43132,,
Location,Nef River (Chile),,-47.13582,-72.85844,,11.00038,,
Location,Grey Lake (Chile),,-51.04927,-73.22670,,13.54477,,
Location,Naukluft Park (Namibia),,-25.40827,15.61982,,-15.28164,,
Location,Fish River Canyon (Namibia),,-27.58202,17.59459,,-18.10817,,
Location,Namib Naukluft Park (Namibia),,-25.67402,15.52223,,-15.59299,,
Location,Lake Tekapo (New Zealand),,-43.80856,170.53523,,24.12268,,
Location,Tongariro National ParkIsland (New Zealand),,-39.37871,175.54443,,21.66610,,
Location,Colorado River Delta (Mexico),,31.89010,-114.75275,,10.47181,,
Location,Marismas Nacionales Nayarit (Mexico),,21.92378,-105.57460,,6.61682,,
Location,Monterrey (Mexico),,25.65049,-100.46867,,4.79527,,
Location,Hout Bay (South Africa),,-34.05853,18.33423,,-25.65129,,
Location,Cape Town (South Africa),,-33.86470,18.50080,,-25.53113,,
Location,Marangu (Tanzania),,-3.68757,37.60583,,-0.40446,,
Location,Fogo (Cape Verde),,14.95082,-24.33076,,-9.50130,,
Location,Goteborg (Sweden),,57.72328,11.94457,,4.35262,,
Location,Dubai (UAE),,25.09989,55.17775,,2.14648,,
Location,Pyramids of Giza (Egypt),,29.97916,31.12791,,4.65472,,
Location,Strait of Gibraltar (Morocco),,35.87011,-5.52701,,-0.51800,,
Location,Warsaw Palace of Culture (Poland),,52.23531,21.00902,,6.66980,,
Location,Over Quito Airport (Ecuador),,-0.11583,-78.37029,,-4.21753,,
Location,Tondimina Niger Delta (Mali),,15.21651,-3.90003,,-1.67862,,
Location,Colca Canyon (Peru),,-15.60128,-71.83688,,-6.25460,,
Location,Red Sea near Sawakin (Sudan),,18.92311,37.41535,,3.55126,,
Location,North of Chalten (Argentina),,-49.22617,-72.94880,,12.16555,,
Location,Burj Khalifa Dubai (UAE),,25.19858,55.27371,,2.17692,,
Location,Hong Kong (China),,22.30119,114.15070,,-3.25452,,
Location,Avachinsky - Kamchatka (Russia),,53.23679,158.84880,,-7.21088,,
Location,Bucharest (Romania),,44.42850,26.10495,,6.12620,,
Location,Jabal Ram (Jordan),,29.61872,35.45543,,4.65219,,
Location,Oman Mountains (Oman),,23.00907,59.23241,,1.39579,,
Location,Ahmedabad (India),,23.07929,72.53486,,0.56205,,
Location,Richat Structure (Mauritania),,21.13108,-11.39377,,-3.30675,,
Location,African Savanna,,-22.34400,28.82671,,-13.81322,,
Location,Sint Maarten,,18.02042,-63.12135,,-14.20241,,
Location,Istanbul (Turkey),,41.14312,29.19784,,5.94488,,
Location,San Diego (USA),,32.70922,-117.15850,,11.24862,,
Location,Benedita (Portugal),,39.37292,-8.97845,,-1.43124,,
Location,Cavarzere (Italy),,45.14621,12.10976,,3.86408,,
Location,Dongxingpucun (China),,40.73072,115.88956,,-7.31540,,
Location,Olympic National Park (USA),,47.81533,-123.76250,,15.72240,,
Location,Macau (china),,22.18780,113.54686,,-3.04741,,
Location,Sad Hill (Spain),,41.99117,-3.41150,,-0.00785,,
Location,Union Island (Saint Vincent and the Grenadines),,12.60370,-61.40765,,-15.12384,,
Location,Villa O'Higgins (Chile),,-48.45238,-72.59528,,11.54647,,
Location,Skadur (Pakistan),,35.35338,75.55042,,2.92286,,
Location,Irun (Spain),,43.31770,-1.79903,,0.51407,,
Location,Salzburg (Austria),,47.79651,13.04798,,4.12910,,
Location,Sorde-l'Abbaye (France),,43.52420,-1.11077,,0.48193,,
Location,Souraide (France),,43.31692,-1.44896,,0.47893,,
Location,Sunsites (USA),,31.99703,-109.79009,,9.02739,,
Location,Pueblo Viejo mine (Dominican Republic),,18.94655,-70.18494,,-11.57895,,
Location,Lake Almanor (USA),,40.27973,-121.13043,,13.66184,,
Location,Colta (Peru),,-15.17794,-73.31091,,-4.71230,,
Location,Southeast of Islamabad (Pakistan),,33.49553,72.85861,,2.75161,,
Location,Sheikh Zayed Mosque Abu Dhabi (UAE),,24.41110,54.47508,,2.15215,,
Location,Ohio Stadium Columbus (USA),,39.99927,-83.01866,,-7.13837,,
Location,Dune 45 (Namibia),,-24.71809,15.43373,,-14.48327,,
Location,Trout Lake (USA),,45.99934,-121.51010,,14.91029,,
Location,over Mount Pavlof (USA),,55.41233,-161.90497,,10.53645,,
Location,Gold Coast (Australia),,-28.04947,153.43767,,11.34341,,
Location,Lexington - Nebraska (USA),,40.74433,-99.79636,,4.82196,,
Location,Androy region (Madagascar),,-25.51061,45.31185,,-24.58714,,
Location,Marignac (France),,42.98960,0.69963,,1.09000,,
Location,Perth (Australia),,-31.95090,115.86264,,-1.97576,,
Location,Taj Mahal (India),,27.17651,78.04433,,0.83895,,
Location,Athens (Greece),,37.97313,23.73053,,4.88652,,
Location,Ibiza (Spain),,38.93643,1.43786,,1.29641,,
Location,Ilford - London (UK),,51.56453,0.08190,,0.54834,,
Location,Santa Rosa (USA),,38.53564,-122.82233,,13.42802,,
Location,Nelson Lakes National Park (New Zealand),,-42.09793,172.57878,,23.14738,,
Location,North Wash - Utah (USA),,37.95696,-110.50023,,10.13671,,
Location,Neuschwanstein Castle (Germany),,47.55744,10.74936,,3.50125,,
Location,French Riviera (France),,43.44838,6.99302,,2.47607,,
Location,Cordoba (Spain),,37.90869,-4.71839,,-0.27747,,
Location,Torres del Paine (Chile),,-50.97371,-73.02157,,14.01916,,
Location,South of Marrakesh (Morocco),,31.59808,-7.91698,,-1.21525,,
Location,Apurimac River (Peru),,-13.15532,-73.41459,,-5.23827,,
Location,Hidden Lake - Montana (USA),,48.68835,-113.74017,,13.17324,,
Location,Kalgoorlie (Australia),,-30.74975,121.48439,,0.89160,,
Location,Sha Tin (Hong Kong),,22.40798,114.22897,,-3.25970,,
Location,Tellirude Peak (USA),,37.93907,-107.74574,,8.99057,,
Location,Elim Dune (Namibia),,-24.45524,15.81299,,-14.17350,,
Location,Bankok (Thailand),,13.74089,100.49254,,-0.78079,,
Location,Pangulasian Island (Philippines),,11.11122,119.33469,,-1.73885,,
Location,Moscow (Russia),,55.75008,37.61674,,11.67561,,
Location,Fish Lake Valley - Nevada (USA),,37.38699,-117.89047,,12.17062,,
Location,Sulak Canyon (Russia),,42.77691,46.73653,,7.28598,,
Location,Los Angeles (USA),,34.05451,-118.26730,,11.79464,,
Location,Atlanta (USA),,33.76537,-84.37948,,-5.30443,,
Location,Mont Saint-Michel (France),,48.63700,-1.50287,,0.16149,,
Location,Marina bay hotel (Singapur),,1.28674,103.85884,,0.07326,,
Location,Catania (Italy),,37.51994,15.10773,,3.77624,,
Location,Santa Clarita (USA),,34.43894,-118.55322,,11.82845,,
Location,Lake Lucerne (Switzerland),,47.03981,8.33019,,3.04326,,
Location,Gribraltar (UK),,36.14955,-5.33673,,-0.54301,,
Location,Las Vegas (USA),,36.09082,-115.17514,,11.50565,,
Location,Swartberg mountains (South Africa),,-33.22130,22.07317,,-26.61008,,
Location,Lake Abraham (Canada),,52.25405,-116.40601,,15.03991,,
Location,Lake Garda (Italy),,45.62070,10.24218,,3.40181,,
Location,Florida Keys (USA),,24.86466,-80.75645,,-6.54808,,
Location,Reichenbach�(Switzerland),,46.61478,7.67888,,2.76808,,
Location,Caraguatatuba (Brazil),,-23.65961,-45.42451,,-22.02134,,
Location,Mount Taranaki (New Zealand),,-39.27236,173.99728,,21.35905,,
Location,Mount Fuji (Japan),,35.34908,138.72658,,-7.81333,,
Location,Wallberg (Germany),,47.65808,11.78211,,3.75107,,
Location,Torsa River (Bhutan and India),,26.89814,89.37806,,-0.14676,,
Location,Kennedy space center (USA),,28.61544,-80.64663,,-7.14182,,
Location,Mont Cenis (France),,45.28550,6.99648,,2.45887,,
Location,Grand Teton National Park (USA),,43.73478,-110.75250,,11.06639,,
Location,Andes - San Juan Province (Argentina),,-32.53081,-69.81728,,-0.61975,,
Location,Dresden (Germany),,51.05084,13.70895,,4.37482,,
Location,Mera Peak (Nepal),,27.69002,86.81723,,0.20601,,
Location,Trisul (India),,30.32835,79.50679,,1.34324,,
Location,Canas (Costa Rica),,10.35640,-85.02582,,-1.43513,,
Location,Parlermo (Italy),,38.17872,13.27835,,3.55182,,
Location,Shanghai (China),,31.23553,121.50434,,-6.32410,,
Location,Larson Bay (USA),,57.54670,-153.95520,,13.72921,,
Location,Montreal (Canada),,45.56180,-73.57232,,-14.05607,,
Location,Potash Evaporation Ponds (USA),,38.48750,-109.68300,,9.81921,,
Location,Long Island (Bahamas),,23.18419,-75.31859,,-9.25814,,
Location,Vancouver (Canada),,49.29153,-123.09915,,16.08105,,
Location,Naarden (Netherlands),,52.28976,5.18305,,2.19822,,
Location,Milford Sound (New Zealand),,-44.66703,167.91182,,24.19692,,
Location,London City Airport (UK),,51.50402,0.08987,,0.57034,,
Location,Cerne Giant (UK),,50.81242,-2.47477,,-0.37034,,
Location,El hierro (Spain),,27.75456,-18.02440,,-5.07145,,
Location,Tavira (Portugal),,37.11694,-7.63548,,-1.07348,,
Location,Hagia Sophia and Blue Mosque (Turkey),,41.00830,28.97545,,5.75060,,
Location,Palma de Mallorca Airport (Spain),,39.56960,2.75700,,1.55457,,
Location,Washington DC (USA),,38.88453,-77.05472,,-10.67278,,
Location,La Paz (Bolivia),,-16.52720,-68.13784,,-8.49340,,
Location,Ambergris Cay - Turks and Caicos Islands,,21.29395,-71.65462,,-11.20416,,
Location,Paro Airport (Buthan),,27.40488,89.42190,,-0.11385,,
Location,Cristo Redentor (Brazil),,-22.95174,-43.21010,,-22.74344,,
Airport,Flughafen Kassel,EDVK,51.41641,9.38619,,3.36008,,GOTY Edition
Airport,Memmingen Airport,EDJA,47.98938,10.23243,,3.44639,,GOTY Edition
Airport,Leipzig/Halle Airport,EDDP,51.41887,12.22087,,4.19480,,GOTY Edition
Airport,Lugano Airport,LSZA,46.00442,8.91011,,2.88912,,GOTY Edition
Airport,Zurich Airport,LSZH,47.46124,8.55350,,3.01276,,GOTY Edition
Airport,Luzern-Beromunster Airport,LSZO,47.19100,8.20539,,3.05213,,GOTY Edition
Airport,Patrick Air Force Base,KCOF,28.23946,-80.60751,,-7.14499,,GOTY Edition
Airport,MCAS Miramar,KNKX,32.87535,-117.13732,,11.25285,,GOTY Edition
Building,Broch of Mousa,,59.99527,-1.18206,,-1.02854,,
Building,AmericanAirlines Arena,,25.78140,-80.18697,,-6.88916,,
Building,The Pentagon,,38.87186,-77.05627,,-10.66344,,
Building,Lincoln Memorial,,38.88927,-77.05018,,-10.67804,,
Building,Statue of Liberty National Monument,,40.68925,-74.04450,,-12.51516,,
Building,Governors Island,,40.68945,-74.01679,,-12.52053,,
Building,Brooklyn Bridge,,40.70609,-73.99686,,-12.81513,,
Building,Empire State Building,,40.74844,-73.98566,,-12.80688,,
Building,Chrysler Headquarters and Technology Center,,42.65451,-83.23396,,-7.31260,,
Building,AT&T Stadium,,32.74728,-97.09450,,3.22385,,
Building,Space Needle,,47.62051,-122.34927,,15.47279,,
Landform,Fly Geyser,,40.85940,-119.33190,,13.33043,,
Building,Chichen-Itza,,20.68474,-88.56782,,-1.24156,,
Building,Arts Tower,,8.97623,-79.52251,,-4.95687,,
Building,F&F Tower,,8.98296,-79.51846,,-4.96018,,
Building,Megapolis Tower 1,,8.97700,-79.51800,,-4.95968,,
Building,Ph Bahia Pacifica,,8.97413,-79.50742,,-4.96564,,
Building,JW Marriott Panama,,8.97512,-79.50694,,-4.96607,,
Mountain,The Point,,8.97102,-79.51806,,-4.95886,,
Building,El Penon de Guatape,,6.22361,-75.17833,,-7.04338,,
Building,Estadio Monumental Antonio Vespucio Liberti,,-34.54531,-58.44978,,-9.48955,,
Building,Christ the Redeemer,,-22.95192,-43.21049,,-22.74350,,
Building,Catedral Metropolitana de Sao Sebastiao do Rio de Janeiro,,-22.91068,-43.18078,,-22.74794,,
Building,Newgrange,,53.69471,-6.47549,,-2.26785,,
Building,The O2,,51.50304,0.00315,,0.57005,,
Building,Big Ben,,51.50073,-0.12463,,0.23839,,
Building,Houses of Parliament,,51.50050,-0.12420,,0.23835,,
Building,The Shard,,51.50450,-0.08650,,0.23932,,
Building,Tower Bridge,,51.50546,-0.07536,,0.23961,,
Building,Atomium,,50.89494,4.34155,,1.85443,,
Building,Mont Saint-Michel,,48.63602,-1.51111,,0.16086,,
Building,Chateau de Saumur,,47.25562,-0.07192,,0.51176,,
Building,Chateau Royal d'Amboise,,47.41336,0.98702,,0.83984,,
Building,Chateau de Chambord,,47.61613,1.51722,,1.14634,,
Building,Chateau de Sully-sur-Loire,,47.76761,2.37532,,1.40759,,
Building,Palace of Versailles,,48.80487,2.12036,,1.31239,,
Building,Place du Trocadero et du 11 Novembre,,48.86293,2.28782,,1.33331,,
Building,Eiffel Tower,,48.85837,2.29448,,1.33550,,
Building,Les Invalides,,48.85653,2.31271,,1.33969,,
Building,Grand Palais,,48.86611,2.31245,,1.33816,,
Building,Louvre Museum,,48.86061,2.33764,,1.34443,,
Building,Luxembourg Palace,,48.84827,2.33729,,1.34607,,
Building,Sacre-Coeur,,48.88670,2.34310,,1.34208,,
Building,Pont du Gard,,43.94757,4.53496,,2.03712,,
Building,Acropolis of Athens,,37.97153,23.72575,,4.88574,,
Building,Neuschwanstein Castle,,47.55758,10.74980,,3.50129,,
Building,Fortress Hohensalzburg,,47.79495,13.04766,,4.12926,,
Building,Cologne Cathedral,,50.94128,6.95828,,2.60932,,
Building,Amsterdam Centraal railway station,,52.37906,4.90036,,1.80535,,
Building,Tropical Islands,,52.03893,13.74862,,4.43771,,
Building,Palace of Culture and Science,,52.23184,21.00599,,6.67039,,
Building,Museum of King Jan III's Palace at Wilanow,,52.16518,21.09051,,6.66038,,
Building,Main Square,,50.06190,19.93676,,5.68287,,
Building,Hungarian Parliament Building,,47.50712,19.04567,,5.41055,,
Building,Istanbul Adalet Sarayi,,41.06926,28.98026,,5.76626,,
Building,Dolmabahce Palace,,41.03917,29.00046,,5.95164,,
Building,The Blue Mosque,,41.00541,28.97681,,5.74970,,
Building,Hagia Sophia,,41.00858,28.98018,,5.75019,,
Building,Diamond Tower,,21.41889,39.82639,,3.59238,,
Building,FNB Stadium,,-26.23476,27.98265,,-19.34252,,
Building,Bahir Dar Stadium,,11.57421,37.36135,,2.83263,,
Building,Fasil Ghebbi,,12.60801,37.46964,,2.94424,,
Building,Axum Tsion St. Mary,,14.13043,38.71960,,3.00297,,
Building,Masjid al-Haram,,21.42287,39.82573,,3.59249,,
Building,Al Masjid an Nabawi,,24.46720,39.61115,,3.89911,,
Building,Borg El Arab Stadium,,30.99958,29.72939,,4.68872,,
Building,Medium El Wasta,,29.38837,31.15750,,4.61196,,
Building,Bent Pyramid,,29.79045,31.20932,,4.64248,,
